['are'],0
['ate'],t-
['borrowed'],t-
['bought'],t-
['cut'],t+
['found'],0
['gave'],t-
['grew'],0
['had'],1
['has'],0
['lost'],t-
['placed'],t+
['played'],0
['put'],t-
['served'],0
['sold'],t+
['spent'],t-
['took'],t-
['used'],t-
['went'],0
['went'],t+
['were'],0
